t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,iv,preiv,delta,gamma,theta,vega,rho,volume,openinterest,start_date_forward_price,option_id,comment
2007-01-24 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,22.8,22.2,,,,22.5,0.15832,0.15832,0.717854,0.009462,-0.016392,0.789598,2.16751,0,273,143.95,,
2007-01-24 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,19.8,19.4,19.7,19.7,19.7,19.599998,0.154164,0.154164,0.67334,0.010345,-0.01617,0.839842,2.085718,10,1060,143.95,,
2007-01-25 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,21.9,21.4,21.99,21.99,21.99,21.65,0.162268,0.162268,0.700225,0.009609,-0.016288,0.802039,2.089799,6,273,143.95,,
2007-01-25 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,18.9,18.5,18.95,18.95,18.95,18.7,0.156589,0.156589,0.655709,0.010532,-0.015992,0.84778,2.009539,6,1065,143.95,,
2007-01-26 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,21.8,21.2,,,,21.5,0.160962,0.160962,0.700541,0.009695,-0.01629,0.801241,2.091247,0,279,143.95,,
2007-01-26 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,18.9,18.4,18.6,18.6,18.6,18.65,0.156495,0.156495,0.655305,0.010556,-0.016016,0.845713,2.005369,50,1065,143.95,,
2007-01-29 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,21.7,21.2,,,,21.45,0.161174,0.161174,0.700006,0.009712,-0.016349,0.800377,2.081781,0,279,143.95,,
2007-01-29 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,18.8,18.3,18.2,18.2,18.2,18.55,0.156058,0.156058,0.654901,0.010614,-0.016055,0.8422,1.998436,1,1114,143.95,,
2007-01-30 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,22.1,21.7,21.8,22.0,21.8,21.900002,0.160492,0.160492,0.707266,0.009597,-0.016441,0.793741,2.107986,3,279,143.95,,
2007-01-30 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,19.2,18.7,18.9,18.9,18.9,18.95,0.155233,0.155233,0.66273,0.010528,-0.016169,0.846916,2.029607,3,1114,143.95,,
2007-01-31 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,22.8,22.3,22.0,22.0,22.0,22.55,0.15906,0.15906,0.718766,0.009447,-0.016646,0.782495,2.148023,10,282,143.95,,
2007-01-31 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,19.8,19.4,19.8,19.8,19.8,19.599998,0.15429,0.15429,0.674676,0.01037,-0.016408,0.835788,2.070234,91,1115,143.95,,
2007-02-01 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.3,22.9,,,,23.099998,0.158405,0.158405,0.72704,0.009299,-0.01675,0.778448,2.178156,0,292,143.95,,
2007-02-01 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.3,19.9,,,,20.099998,0.153503,0.153503,0.683612,0.010246,-0.016536,0.827146,2.10336,0,1202,143.95,,
2007-02-02 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.5,23.1,,,,23.3,0.159874,0.159874,0.727068,0.009204,-0.01677,0.778675,2.174313,0,292,143.95,,
2007-02-02 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.5,20.2,20.2,20.2,20.2,20.35,0.155578,0.155578,0.683727,0.010099,-0.016579,0.826188,2.097962,50,1202,143.95,,
2007-02-05 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.5,23.0,,,,23.25,0.160073,0.160073,0.726219,0.009217,-0.016751,0.779322,2.167123,0,292,143.95,,
2007-02-05 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.5,20.0,20.1,20.1,20.1,20.25,0.155153,0.155153,0.683076,0.010147,-0.016545,0.825901,2.093287,1,1202,143.95,,
2007-02-06 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.4,22.9,,,,23.15,0.158352,0.158352,0.727983,0.00929,-0.016746,0.776894,2.17533,0,292,143.95,,
2007-02-06 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.4,19.9,,,,20.15,0.153567,0.153567,0.684465,0.010236,-0.01654,0.824597,2.100257,0,1203,143.95,,
2007-02-07 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.5,22.9,23.6,23.6,23.52,23.2,0.157854,0.157854,0.729071,0.009284,-0.01666,0.779885,2.18522,4,292,143.95,,
2007-02-07 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.4,20.0,,,,20.2,0.15324,0.15324,0.685432,0.010228,-0.016466,0.827504,2.107483,0,1203,143.95,,
2007-02-08 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.4,22.9,22.6,22.6,22.6,23.15,0.159218,0.159218,0.726263,0.009268,-0.016669,0.781171,2.168907,3,296,143.95,,
2007-02-08 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.4,19.8,,,,20.099998,0.153782,0.153782,0.683075,0.010241,-0.01645,0.826268,2.095721,0,1200,143.95,,
2007-02-09 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,22.9,22.4,,,,22.65,0.164235,0.164235,0.711433,0.009288,-0.016547,0.792147,2.103931,0,295,143.95,,
2007-02-09 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,19.9,19.4,19.7,19.7,19.7,19.65,0.158442,0.158442,0.668184,0.010205,-0.016288,0.837278,2.030695,21,1200,143.95,,
2007-02-12 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,22.6,22.1,,,,22.35,0.165396,0.165396,0.705874,0.009347,-0.016519,0.791913,2.07568,0,295,143.95,,
2007-02-12 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,19.6,19.2,,,,19.400002,0.159938,0.159938,0.662238,0.010231,-0.016256,0.840814,2.000383,0,1221,143.95,,
2007-02-13 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.3,22.9,,,,23.099998,0.163235,0.163235,0.719424,0.009192,-0.016711,0.783547,2.125453,0,295,143.95,,
2007-02-13 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.3,19.9,19.9,20.0,19.9,20.099998,0.157935,0.157935,0.676432,0.010105,-0.016489,0.828579,2.052739,6,1221,143.95,,
2007-02-14 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.8,23.4,,,,23.599998,0.160203,0.160203,0.730822,0.009119,-0.016824,0.776348,2.171958,0,295,143.95,,
2007-02-14 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.7,20.3,20.4,20.7,20.4,20.5,0.154505,0.154505,0.688463,0.010109,-0.016626,0.825961,2.102159,20,1227,143.95,,
2007-02-15 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.7,23.4,23.49,23.49,23.49,23.55,0.157677,0.157677,0.734562,0.009194,-0.01682,0.771869,2.189123,2,294,143.95,,
2007-02-15 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.7,20.3,,,,20.5,0.152864,0.152864,0.691454,0.010167,-0.016643,0.823032,2.114957,0,1228,143.95,,
2007-02-16 00:00:00.0,FYNLJ,2009-12-19 00:00:00.0,140.0,C,CBOE,A,23.7,23.3,,,,23.5,0.157922,0.157922,0.733628,0.009205,-0.016821,0.772461,2.183401,0,295,143.95,,
2007-02-16 00:00:00.0,FYNLO,2009-12-19 00:00:00.0,145.0,C,CBOE,A,20.7,20.2,20.5,20.5,20.4,20.45,0.153051,0.153051,0.690492,0.010178,-0.01664,0.823549,2.109286,22,1228,143.95,,
