t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,iv,preiv,delta,gamma,theta,vega,rho,volume,openinterest,start_date_forward_price,option_id,comment
2009-01-23 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,18.7,18.3,18.85,18.85,18.85,18.5,0.353026,0.353026,-0.393534,0.008644,-0.006183,0.496048,-1.172087,3,3848,83.11,,
2009-01-23 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,21.45,21.0,21.7,21.7,21.7,21.225,0.345547,0.345547,-0.436896,0.009063,-0.005947,0.504268,-1.30164,1,1328,83.11,,
2009-01-26 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,18.5,17.8,17.75,18.0,17.75,18.15,0.352552,0.352552,-0.388029,0.008578,-0.006151,0.497847,-1.14748,31,3850,83.11,,
2009-01-26 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.95,20.4,20.66,20.66,20.66,20.675,0.341987,0.341987,-0.432751,0.009101,-0.005854,0.513254,-1.271031,25,1328,83.11,,
2009-01-27 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.95,17.45,,,,17.7,0.350983,0.350983,-0.380824,0.008478,-0.006146,0.500012,-1.129133,0,3880,83.11,,
2009-01-27 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.45,19.9,20.55,20.55,20.55,20.175,0.340307,0.340307,-0.425346,0.00902,-0.005859,0.516384,-1.251099,5,1353,83.11,,
2009-01-28 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.0,16.5,16.8,16.9,16.8,16.75,0.354608,0.354608,-0.35605,0.007926,-0.006392,0.505755,-1.083482,5,3880,83.11,,
2009-01-28 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,19.25,18.8,19.2,19.2,18.6,19.025,0.342394,0.342394,-0.399125,0.008526,-0.006128,0.522824,-1.202082,4,1353,83.11,,
2009-01-29 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.8,17.35,,,,17.575,0.350244,0.350244,-0.380266,0.008508,-0.006081,0.499574,-1.117837,0,3855,83.11,,
2009-01-29 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.3,19.85,19.45,20.19,19.4,20.075,0.34023,0.34023,-0.424636,0.009038,-0.005804,0.515996,-1.238677,27,1352,83.11,,
2009-01-30 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,18.4,18.0,17.4,17.4,17.4,18.2,0.348023,0.348023,-0.396888,0.008865,-0.005969,0.491011,-1.153273,10,3855,83.11,,
2009-01-30 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,21.15,20.5,,,,20.825,0.338662,0.338662,-0.442038,0.009349,-0.005666,0.502334,-1.276821,0,1354,83.11,,
2009-02-02 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,18.5,18.15,,,,18.325,0.349986,0.349986,-0.398009,0.008873,-0.00595,0.489474,-1.146872,0,3865,83.11,,
2009-02-02 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,21.05,20.6,,,,20.825,0.337993,0.337993,-0.444352,0.009431,-0.00558,0.501456,-1.268651,0,1354,83.11,,
2009-02-03 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.9,17.5,18.23,18.23,18.23,17.7,0.349014,0.349014,-0.387054,0.008714,-0.005937,0.496392,-1.112226,2,3865,83.11,,
2009-02-03 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.35,19.85,20.1,20.1,20.1,20.1,0.336567,0.336567,-0.433245,0.009317,-0.005579,0.512424,-1.231529,4,1354,83.11,,
2009-02-04 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.95,17.55,,,,17.75,0.347651,0.347651,-0.390844,0.008833,-0.005854,0.494841,-1.111767,0,3865,83.11,,
2009-02-04 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.45,20.05,,,,20.25,0.336751,0.336751,-0.436715,0.009389,-0.005514,0.503892,-1.233052,0,1354,83.11,,
2009-02-05 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.7,17.35,,,,17.525002,0.352445,0.352445,-0.378803,0.008489,-0.006064,0.497634,-1.097515,0,3865,83.11,,
2009-02-05 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.15,19.8,20.1,20.1,20.1,19.974998,0.341604,0.341604,-0.423399,0.009048,-0.005764,0.514271,-1.214364,10,1354,83.11,,
2009-02-06 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,16.85,16.4,,,,16.625,0.354058,0.354058,-0.357842,0.008054,-0.006217,0.502405,-1.056016,0,3865,83.11,,
2009-02-06 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,19.25,18.85,,,,19.05,0.344784,0.344784,-0.400373,0.008592,-0.005999,0.519557,-1.170999,0,1364,83.11,,
2009-02-09 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,16.7,16.3,,,,16.5,0.351653,0.351653,-0.358302,0.008101,-0.006241,0.502423,-1.058064,0,3865,83.11,,
2009-02-09 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,19.05,18.75,19.05,19.05,18.9,18.9,0.341937,0.341937,-0.401254,0.008653,-0.006014,0.519583,-1.174278,17,1364,83.11,,
2009-02-10 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,18.4,17.85,,,,18.125,0.3552,0.3552,-0.390345,0.008706,-0.005981,0.491799,-1.105177,0,3865,83.11,,
2009-02-10 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.85,20.35,,,,20.6,0.343422,0.343422,-0.435847,0.009271,-0.005622,0.500478,-1.222781,0,1374,83.11,,
2009-02-11 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.9,17.55,18.0,18.0,18.0,17.724998,0.351995,0.351995,-0.386639,0.008712,-0.005913,0.493625,-1.090839,1,3865,83.11,,
2009-02-11 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.4,20.05,20.35,20.35,20.35,20.224998,0.341517,0.341517,-0.431829,0.009262,-0.005591,0.509468,-1.205565,10,1374,83.11,,
2009-02-12 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.75,17.2,18.38,18.38,18.38,17.475,0.346379,0.346379,-0.388579,0.008849,-0.005851,0.494261,-1.094358,10,3865,83.11,,
2009-02-12 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.3,19.7,20.95,20.95,20.68,20.0,0.336483,0.336483,-0.434231,0.00939,-0.005539,0.509611,-1.211039,9,1374,83.11,,
2009-02-13 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,17.9,17.65,17.35,17.35,17.2,17.775,0.343043,0.343043,-0.399015,0.009092,-0.005802,0.488471,-1.122042,85,3875,83.11,,
2009-02-13 00:00:00.0,OBMXG,2011-12-17 00:00:00.0,85.0,P,CBOE,A,20.45,20.15,,,,20.3,0.331953,0.331953,-0.446008,0.009646,-0.005437,0.500645,-1.241834,0,1377,83.11,,
2009-02-17 00:00:00.0,OBMXB,2011-12-17 00:00:00.0,80.0,P,CBOE,A,19.4,19.05,19.01,19.01,18.75,19.224998,0.341923,0.341923,-0.433602,0.009774,-0.005494,0.478156,-1.174668,9,3951,83.11,,
