t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2021-01-22 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,60.91,56.0,,,,58.455,0,99,382.93,112801406,
2021-01-22 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,63.0,58.16,60.5,60.5,60.5,60.58,28,526,382.93,112801408,
2021-01-25 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,60.96,56.0,58.2,61.4,58.2,58.48,7,99,382.93,112801406,
2021-01-25 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,63.0,58.22,59.44,59.44,59.44,60.61,3,554,382.93,112801408,
2021-01-26 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,61.0,56.11,60.88,60.88,60.88,58.555,1,106,382.93,112801406,
2021-01-26 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,63.26,60.0,62.89,62.89,61.34,61.629997,8,557,382.93,112801408,
2021-01-27 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,70.66,62.58,60.6,65.49,60.6,66.62,100,107,382.93,112801406,
2021-01-27 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,73.08,65.04,,,,69.06,0,563,382.93,112801408,
2021-01-28 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,66.5,61.5,61.0,64.24,61.0,64.0,7,205,382.93,112801406,
2021-01-28 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,69.0,64.0,64.0,64.0,64.0,66.5,1,563,382.93,112801408,
2021-01-29 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,70.94,62.5,68.0,68.0,68.0,66.72,1,208,382.93,112801406,
2021-01-29 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,73.67,65.0,,,,69.335,0,563,382.93,112801408,
2021-02-01 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,67.0,62.0,64.0,64.0,61.15,64.5,54,209,382.93,112801406,
2021-02-01 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,69.0,64.0,,,,66.5,0,563,382.93,112801408,
2021-02-02 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,61.61,57.9,62.0,62.04,58.5,59.755,41,249,382.93,112801406,
2021-02-02 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,64.78,60.0,62.82,62.82,61.0,62.39,42,563,382.93,112801408,
2021-02-03 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,60.0,58.5,59.4,59.5,59.4,59.25,8,256,382.93,112801406,
2021-02-03 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,64.2,60.0,,,,62.1,0,602,382.93,112801408,
2021-02-04 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,60.26,55.46,57.4,60.0,57.4,57.86,73,264,382.93,112801406,
2021-02-04 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,62.47,60.0,61.0,61.0,60.02,61.235,11,602,382.93,112801408,
2021-02-05 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,60.17,55.64,,,,57.905,0,310,382.93,112801406,
2021-02-05 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,62.37,57.82,60.0,62.0,60.0,60.095,3,603,382.93,112801408,
2021-02-08 00:00:00.0,SPY   231215P00380000,2023-12-15 00:00:00.0,380.0,P,CBOE,A,59.12,54.5,56.5,57.18,55.17,56.809998,218,310,382.93,112801406,
2021-02-08 00:00:00.0,SPY   231215P00385000,2023-12-15 00:00:00.0,385.0,P,CBOE,A,61.27,56.5,59.83,59.83,59.53,58.885002,4,604,382.93,112801408,
