t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2018-01-24 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,28.82,26.47,27.15,27.15,27.15,27.645,2,22,283.36,100026918,
2018-01-24 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,30.79,28.43,29.06,30.05,29.06,29.61,9,26,283.36,100026920,
2018-01-25 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,28.2,26.29,27.68,27.68,27.5,27.245,12,24,283.36,100026918,
2018-01-25 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,30.6,28.26,29.42,29.42,29.42,29.43,1,34,283.36,100026920,
2018-01-26 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,27.19,25.24,27.18,27.2,26.45,26.215,21,35,283.36,100026918,
2018-01-26 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,29.07,27.7,28.5,28.5,27.6,28.385,12,35,283.36,100026920,
2018-01-29 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,28.0,25.86,26.61,26.65,26.53,26.93,3,36,283.36,100026918,
2018-01-29 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,30.59,27.75,,,,29.17,0,46,283.36,100026920,
2018-01-30 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,29.29,27.25,28.35,28.35,28.33,28.27,12,38,283.36,100026918,
2018-01-30 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,31.31,29.14,,,,30.224998,0,46,283.36,100026920,
2018-01-31 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,29.82,27.0,27.72,28.0,27.72,28.41,40,50,283.36,100026918,
2018-01-31 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,31.86,28.01,30.25,30.36,30.0,29.935001,5,46,283.36,100026920,
2018-02-01 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,29.34,26.48,28.47,28.47,26.93,27.91,2,90,283.36,100026918,
2018-02-01 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,31.35,28.43,30.0,30.0,29.57,29.89,4,51,283.36,100026920,
2018-02-02 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,30.85,29.01,29.24,31.0,28.0,29.93,16,90,283.36,100026918,
2018-02-02 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,34.46,31.3,,,,32.879997,0,54,283.36,100026920,
2018-02-05 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,42.0,37.0,,,,39.5,0,93,283.36,100026918,
2018-02-05 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,44.5,39.5,40.1,40.1,40.1,42.0,1,54,283.36,100026920,
2018-02-06 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,36.49,31.79,34.69,34.69,34.69,34.14,1,93,283.36,100026918,
2018-02-06 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,38.84,34.0,,,,36.42,0,54,283.36,100026920,
2018-02-07 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,37.17,32.59,33.25,33.25,33.25,34.879997,2,93,283.36,100026918,
2018-02-07 00:00:00.0,SPY   201218P00285000,2020-12-18 00:00:00.0,285.0,P,CBOE,A,39.5,35.0,,,,37.25,0,54,283.36,100026920,
2018-02-08 00:00:00.0,SPY   201218P00280000,2020-12-18 00:00:00.0,280.0,P,CBOE,A,42.09,37.5,,,,39.795,0,91,283.36,100026918,
