t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,iv,preiv,delta,gamma,theta,vega,rho,volume,openinterest,start_date_forward_price,option_id,comment
2005-01-24 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,9.2,9.0,,,,9.1,0.156654,0.156654,-0.393032,0.01438,-9.75E-4,0.71178,-1.045295,0,65,116.55,,
2005-01-24 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,11.2,11.0,,,,11.1,0.150026,0.150026,-0.468906,0.016289,-2.38E-4,0.724602,-1.135055,0,114,116.55,,
2005-01-25 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,8.9,8.7,,,,8.799999,0.154241,0.154241,-0.388293,0.014508,-9.46E-4,0.710865,-1.032875,0,65,116.55,,
2005-01-25 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,11.0,10.7,,,,10.85,0.148723,0.148723,-0.464328,0.016346,-2.46E-4,0.724357,-1.127244,0,114,116.55,,
2005-01-26 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,8.6,8.4,,,,8.5,0.15189,0.15189,-0.383245,0.014634,-9.23E-4,0.709458,-1.019489,0,65,116.55,,
2005-01-26 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,10.6,10.4,10.3,10.3,10.3,10.5,0.146122,0.146122,-0.460199,0.01659,-2.22E-4,0.72414,-1.115524,1000,114,116.55,,
2005-01-27 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,8.4,8.1,,,,8.25,0.14945,0.14945,-0.380132,0.014818,-8.8E-4,0.708259,-1.008624,0,65,116.55,,
2005-01-27 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,10.4,10.1,,,,10.25,0.143965,0.143965,-0.458005,0.016816,-1.85E-4,0.725208,-1.107006,0,1114,116.55,,
2005-01-28 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,8.4,8.2,8.5,8.6,8.5,8.299999,0.150152,0.150152,-0.380402,0.014754,-9.02E-4,0.707898,-1.00999,12,65,116.55,,
2005-01-28 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,10.3,10.1,,,,10.200001,0.143259,0.143259,-0.458538,0.016918,-1.62E-4,0.724495,-1.104593,0,1914,116.55,,
2005-01-31 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,8.0,7.7,,,,7.85,0.147725,0.147725,-0.369601,0.014753,-9.23E-4,0.703816,-0.986612,0,77,116.55,,
2005-01-31 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,9.9,9.7,9.9,9.9,9.9,9.799999,0.142361,0.142361,-0.447234,0.016815,-2.55E-4,0.736115,-1.0881,9,1914,116.55,,
2005-02-01 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,7.7,7.5,,,,7.6,0.148117,0.148117,-0.35887,0.014423,-0.001011,0.705349,-0.969247,0,77,116.55,,
2005-02-01 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,9.6,9.3,9.8,9.8,9.5,9.450001,0.142017,0.142017,-0.434831,0.01655,-3.44E-4,0.73526,-1.076967,9,1921,116.55,,
2005-02-02 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,7.4,7.2,,,,7.3,0.145765,0.145765,-0.352653,0.014504,-9.86E-4,0.703066,-0.953578,0,77,116.55,,
2005-02-02 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,9.2,9.0,9.2,9.2,9.2,9.1,0.139512,0.139512,-0.429128,0.016736,-3.21E-4,0.735244,-1.063169,8,1930,116.55,,
2005-02-03 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,7.5,7.2,7.4,7.4,7.4,7.35,0.145608,0.145608,-0.355284,0.014601,-9.67E-4,0.703527,-0.95656,1,77,116.55,,
2005-02-03 00:00:00.0,FYNXD,2007-12-22 00:00:00.0,120.0,P,CBOE,A,9.3,9.0,,,,9.15,0.139155,0.139155,-0.432334,0.016866,-2.87E-4,0.734928,-1.065117,0,1938,116.55,,
2005-02-04 00:00:00.0,FYNXC,2007-12-22 00:00:00.0,115.0,P,CBOE,A,7.1,6.8,,,,6.95,0.145385,0.145385,-0.339162,0.014151,-0.001061,0.698956,-0.931963,0,77,116.55,,
