t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,iv,preiv,delta,gamma,theta,vega,rho,volume,openinterest,start_date_forward_price,option_id,comment
2007-01-24 00:00:00.0,FYNXJ,2009-12-19 00:00:00.0,140.0,P,CBOE,A,8.6,8.3,8.8,8.8,8.42,8.450001,0.152039,0.152039,-0.360406,0.014067,-7.2E-5,0.825939,-0.90678,114,179,143.95,,
2007-01-24 00:00:00.0,FYNXO,2009-12-19 00:00:00.0,145.0,P,CBOE,A,10.3,10.0,10.3,10.3,10.3,10.15,0.146291,0.146291,-0.432333,0.016664,0.0,0.859636,-0.96449,100,9,143.95,,
2007-01-25 00:00:00.0,FYNXJ,2009-12-19 00:00:00.0,140.0,P,CBOE,A,9.2,8.8,,,,9.0,0.151638,0.151638,-0.38364,0.014914,0.0,0.834551,-0.917467,0,291,143.95,,
2007-01-25 00:00:00.0,FYNXO,2009-12-19 00:00:00.0,145.0,P,CBOE,A,11.0,10.7,10.4,10.4,10.4,10.85,0.146103,0.146103,-0.459987,0.017587,0.0,0.846978,-0.979809,57,109,143.95,,
2007-01-26 00:00:00.0,FYNXJ,2009-12-19 00:00:00.0,140.0,P,CBOE,A,9.2,8.9,,,,9.049999,0.152051,0.152051,-0.384934,0.014938,0.0,0.833905,-0.916735,0,291,143.95,,
2007-01-26 00:00:00.0,FYNXO,2009-12-19 00:00:00.0,145.0,P,CBOE,A,11.1,10.7,,,,10.9,0.146421,0.146421,-0.461442,0.017626,0.0,0.846199,-0.978132,0,166,143.95,,
2007-01-29 00:00:00.0,FYNXJ,2009-12-19 00:00:00.0,140.0,P,CBOE,A,9.2,8.9,,,,9.049999,0.151851,0.151851,-0.386821,0.015122,0.0,0.830393,-0.91143,0,291,143.95,,
2007-01-29 00:00:00.0,FYNXO,2009-12-19 00:00:00.0,145.0,P,CBOE,A,11.1,10.8,,,,10.950001,0.146713,0.146713,-0.463767,0.017762,0.0,0.845743,-0.968413,0,166,143.95,,
2007-01-30 00:00:00.0,FYNXJ,2009-12-19 00:00:00.0,140.0,P,CBOE,A,9.0,8.6,,,,8.8,0.152102,0.152102,-0.376296,0.014735,0.0,0.829563,-0.903807,0,291,143.95,,
2007-01-30 00:00:00.0,FYNXO,2009-12-19 00:00:00.0,145.0,P,CBOE,A,10.8,10.4,,,,10.6,0.146478,0.146478,-0.45164,0.017418,0.0,0.846876,-0.962299,0,166,143.95,,
