t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2014-01-24 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,19.96,19.16,,,,19.56,0,20,178.6,99935232,
2014-01-24 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.46,18.66,,,,19.06,0,10,178.6,99935230,
2014-01-27 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,19.63,18.25,,,,18.939999,0,20,178.6,99935232,
2014-01-27 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.14,17.75,20.0,20.0,19.04,18.445,2,10,178.6,99935230,
2014-01-28 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,20.85,19.15,,,,20.0,0,20,178.6,99935232,
2014-01-28 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.8,18.2,,,,19.0,0,12,178.6,99935230,
2014-01-29 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,19.65,17.27,19.22,19.26,18.77,18.46,46,20,178.6,99935232,
2014-01-29 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.15,16.78,18.78,18.78,18.78,17.965,2,12,178.6,99935230,
2014-01-30 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,20.18,18.61,,,,19.395,0,56,178.6,99935232,
2014-01-30 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.68,18.11,,,,18.895,0,13,178.6,99935230,
2014-01-31 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,20.05,18.15,19.03,19.03,19.03,19.099998,1,56,178.6,99935232,
2014-01-31 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.58,17.62,18.54,18.65,18.54,18.6,12,13,178.6,99935230,
2014-02-03 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,17.36,16.55,17.95,17.95,17.66,16.955,102,57,178.6,99935232,
2014-02-03 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,16.9,16.14,16.8,16.8,16.8,16.52,13,25,178.6,99935230,
2014-02-04 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,17.6,17.08,,,,17.34,0,139,178.6,99935232,
2014-02-04 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,17.13,16.6,,,,16.865,0,38,178.6,99935230,
2014-02-05 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,17.65,17.0,,,,17.325,0,139,178.6,99935232,
2014-02-05 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,17.15,16.52,,,,16.835,0,38,178.6,99935230,
2014-02-06 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,18.65,17.55,,,,18.099998,0,139,178.6,99935232,
2014-02-06 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,18.16,17.06,,,,17.61,0,38,178.6,99935230,
2014-02-07 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,19.51,18.91,18.71,18.86,18.71,19.21,6,139,178.6,99935232,
2014-02-07 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.01,18.43,,,,18.720001,0,38,178.6,99935230,
2014-02-10 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,19.59,19.06,,,,19.325,0,144,178.6,99935232,
2014-02-10 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,19.09,18.56,,,,18.825,0,38,178.6,99935230,
2014-02-11 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,20.65,20.13,20.42,20.42,20.42,20.39,10,144,178.6,99935232,
2014-02-11 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,20.13,19.61,,,,19.869999,0,38,178.6,99935230,
2014-02-12 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,20.83,20.25,20.71,20.71,20.45,20.54,3,144,178.6,99935232,
2014-02-12 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,20.29,19.76,,,,20.025002,0,38,178.6,99935230,
2014-02-13 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.2,20.65,,,,20.925,0,144,178.6,99935232,
2014-02-13 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,20.67,20.18,,,,20.425,0,38,178.6,99935230,
2014-02-14 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.98,21.2,,,,21.59,0,144,178.6,99935232,
2014-02-14 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.35,20.65,,,,21.0,0,38,178.6,99935230,
2014-02-18 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.72,21.35,,,,21.535,0,144,178.6,99935232,
2014-02-18 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.22,20.8,,,,21.009998,0,38,178.6,99935230,
2014-02-19 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.16,20.55,,,,20.855,0,144,178.6,99935232,
2014-02-19 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,20.51,20.02,,,,20.265,0,38,178.6,99935230,
2014-02-20 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.99,20.91,,,,21.45,0,144,178.6,99935232,
2014-02-20 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.45,20.12,,,,20.785,0,38,178.6,99935230,
2014-02-21 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.75,20.29,,,,21.02,0,144,178.6,99935232,
2014-02-21 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.2,19.75,,,,20.475,0,38,178.6,99935230,
2014-02-24 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,22.24,20.56,,,,21.4,0,144,178.6,99935232,
2014-02-24 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.69,20.02,,,,20.855,0,38,178.6,99935230,
2014-02-25 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.93,20.89,,,,21.41,0,144,178.6,99935232,
2014-02-25 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.38,20.37,,,,20.875,0,38,178.6,99935230,
2014-02-26 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,21.52,21.05,,,,21.285,0,144,178.6,99935232,
2014-02-26 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,20.97,20.51,,,,20.74,0,38,178.6,99935230,
2014-02-27 00:00:00.0,SPY   161216C00178000,2016-12-16 00:00:00.0,178.0,C,CBOE,A,22.46,21.43,,,,21.945,0,144,178.6,99935232,
2014-02-27 00:00:00.0,SPY   161216C00179000,2016-12-16 00:00:00.0,179.0,C,CBOE,A,21.84,20.88,,,,21.36,0,38,178.6,99935230,
