t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2015-01-23 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,27.3,24.8,,,,26.05,0,99,204.79,99946525,
2015-01-23 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,30.5,26.37,,,,28.435001,0,104,204.79,99946523,
2015-01-26 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,27.27,24.8,26.02,26.02,26.01,26.035,20,99,204.79,99946525,
2015-01-26 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,30.02,26.09,27.56,27.56,27.56,28.055,1,104,204.79,99946523,
2015-01-27 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,29.5,25.19,27.45,27.45,27.45,27.345001,2,118,204.79,99946525,
2015-01-27 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,32.0,27.66,29.64,29.78,29.64,29.83,540,105,204.79,99946523,
2015-01-28 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,30.0,26.8,27.5,27.5,27.5,28.4,1,120,204.79,99946525,
2015-01-28 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,33.55,29.28,,,,31.415,0,645,204.79,99946523,
2015-01-29 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,30.0,25.83,,,,27.915,0,121,204.79,99946525,
2015-01-29 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,32.79,29.7,,,,31.245,0,645,204.79,99946523,
2015-01-30 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,31.5,27.35,29.0,29.0,29.0,29.425,1,121,204.79,99946525,
2015-01-30 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,34.47,29.88,,,,32.175,0,645,204.79,99946523,
2015-02-02 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,30.8,26.31,28.71,28.71,28.71,28.555,1,121,204.79,99946525,
2015-02-02 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,33.15,29.12,,,,31.135002,0,645,204.79,99946523,
2015-02-03 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,29.45,24.8,,,,27.125,0,122,204.79,99946525,
2015-02-03 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,31.5,27.0,29.6,29.6,29.6,29.25,20,645,204.79,99946523,
2015-02-04 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,29.5,25.18,27.0,27.5,27.0,27.34,3,122,204.79,99946525,
2015-02-04 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,31.5,27.53,28.98,29.1,28.98,29.515,40,665,204.79,99946523,
2015-02-05 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,29.0,26.0,26.5,26.5,26.5,27.5,1,123,204.79,99946525,
2015-02-05 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,30.37,26.52,,,,28.445,0,675,204.79,99946523,
2015-02-06 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,28.89,24.8,,,,26.845,0,124,204.79,99946525,
2015-02-06 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,31.0,26.5,,,,28.75,0,675,204.79,99946523,
2015-02-09 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,27.45,26.06,,,,26.755001,0,124,204.79,99946525,
2015-02-09 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,29.92,28.54,29.09,29.14,29.07,29.23,300,675,204.79,99946523,
2015-02-10 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,27.34,25.25,,,,26.295,0,124,204.79,99946525,
2015-02-10 00:00:00.0,SPY   171215P00205000,2017-12-15 00:00:00.0,205.0,P,CBOE,A,29.49,27.45,,,,28.470001,0,975,204.79,99946523,
2015-02-11 00:00:00.0,SPY   171215P00200000,2017-12-15 00:00:00.0,200.0,P,CBOE,A,28.0,24.8,,,,26.4,0,124,204.79,99946525,
