t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2023-01-24 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,70.0,67.0,69.0,72.5,68.5,68.5,267,844,401.15,124440051,
2023-01-24 00:00:00.0,SPY   251219C00405000,2025-12-19 00:00:00.0,405.0,C,CBOE,A,69.0,64.0,67.44,67.75,67.44,66.5,3,40,401.15,124440053,
2023-01-25 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,70.5,65.5,65.61,69.38,65.61,68.0,46,1102,401.15,124440051,
2023-01-25 00:00:00.0,SPY   251219C00405000,2025-12-19 00:00:00.0,405.0,C,CBOE,A,67.5,63.0,,,,65.25,0,41,401.15,124440053,
2023-01-26 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,73.0,68.0,69.42,75.0,68.25,70.5,388,1144,401.15,124440051,
2023-01-26 00:00:00.0,SPY   251219C00405000,2025-12-19 00:00:00.0,405.0,C,CBOE,A,70.0,65.0,67.49,69.25,66.3,67.5,274,41,401.15,124440053,
2023-01-27 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,73.0,70.0,69.05,73.0,69.05,71.5,15,1521,401.15,124440051,
2023-01-27 00:00:00.0,SPY   251219C00405000,2025-12-19 00:00:00.0,405.0,C,CBOE,A,71.0,67.5,71.0,71.5,68.0,69.25,39,287,401.15,124440053,
2023-01-30 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,71.0,67.05,70.5,71.5,69.0,69.025,58,1532,401.15,124440051,
2023-01-30 00:00:00.0,SPY   251219C00405000,2025-12-19 00:00:00.0,405.0,C,CBOE,A,68.0,65.0,,,,66.5,0,323,401.15,124440053,
2023-01-31 00:00:00.0,SPY   251219C00400000,2025-12-19 00:00:00.0,400.0,C,CBOE,A,74.0,69.0,70.1,70.1,70.04,71.5,2,1582,401.15,124440051,
