t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2018-01-24 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,39.0,34.74,37.0,37.49,37.0,36.870003,5,74,283.36,100026917,
2018-01-24 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,35.88,31.98,34.35,34.35,34.35,33.93,325,291,283.36,100026919,
2018-01-25 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,38.9,34.71,37.08,37.08,37.08,36.805,10,79,283.36,100026917,
2018-01-25 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,35.96,32.75,34.74,34.8,34.53,34.355,702,616,283.36,100026919,
2018-01-26 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,41.0,36.5,37.09,38.01,37.09,38.75,17,79,283.36,100026917,
2018-01-26 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,36.42,33.8,36.36,36.42,34.81,35.11,42,1318,283.36,100026919,
2018-01-29 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,40.0,35.92,38.66,39.5,37.94,37.96,11,83,283.36,100026917,
2018-01-29 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,36.42,33.11,36.03,36.42,34.95,34.765,1209,1346,283.36,100026919,
2018-01-30 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,38.73,35.75,36.74,36.74,35.75,37.239998,41,89,283.36,100026917,
2018-01-30 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,35.03,32.4,33.65,33.65,33.46,33.715,5,1955,283.36,100026919,
2018-01-31 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,38.5,34.22,36.18,38.23,35.57,36.36,59,129,283.36,100026917,
2018-01-31 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,34.05,32.4,34.0,34.05,33.38,33.225,17,1959,283.36,100026919,
2018-02-01 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,37.72,33.82,36.1,37.8,36.1,35.77,41,184,283.36,100026917,
2018-02-01 00:00:00.0,SPY   201218C00285000,2020-12-18 00:00:00.0,285.0,C,CBOE,A,34.52,32.4,33.58,33.58,33.53,33.46,2,1976,283.36,100026919,
2018-02-02 00:00:00.0,SPY   201218C00280000,2020-12-18 00:00:00.0,280.0,C,CBOE,A,34.47,29.87,35.0,35.0,32.51,32.170002,25,224,283.36,100026917,
