t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2022-01-24 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,67.0,57.21,65.28,65.28,65.28,62.105,4,22,440.29,118459008,
2022-01-24 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,68.86,59.25,,,,64.055,0,46,440.29,118459010,
2022-01-25 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,67.0,62.5,66.5,66.5,66.5,64.75,1,22,440.29,118459008,
2022-01-25 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,69.0,65.0,,,,67.0,0,46,440.29,118459010,
2022-01-26 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,67.0,62.0,60.19,64.86,59.0,64.5,6,23,440.29,118459008,
2022-01-26 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,69.0,64.0,65.75,65.75,63.0,66.5,185,46,440.29,118459010,
2022-01-27 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,69.13,59.5,62.0,65.11,61.42,64.315,3,23,440.29,118459008,
2022-01-27 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,71.5,61.57,63.4,63.4,63.4,66.535,1,230,440.29,118459010,
2022-01-28 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,65.35,55.5,62.44,62.44,62.44,60.425,2,26,440.29,118459008,
2022-01-28 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,67.35,57.5,68.34,68.34,66.5,62.425,12,230,440.29,118459010,
2022-01-31 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,59.5,54.5,60.2,60.2,58.02,57.0,35,28,440.29,118459008,
2022-01-31 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,61.5,56.5,61.62,61.63,60.05,59.0,4,241,440.29,118459010,
2022-02-01 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,57.0,52.0,57.0,57.0,57.0,54.5,2,57,440.29,118459008,
2022-02-01 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,58.5,53.5,,,,56.0,0,242,440.29,118459010,
2022-02-02 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,56.5,53.0,,,,54.75,0,57,440.29,118459008,
2022-02-02 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,58.5,55.0,,,,56.75,0,242,440.29,118459010,
2022-02-03 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,59.0,54.0,,,,56.5,0,57,440.29,118459008,
2022-02-03 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,61.0,56.0,,,,58.5,0,242,440.29,118459010,
2022-02-04 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,59.0,54.0,,,,56.5,0,57,440.29,118459008,
2022-02-04 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,61.0,56.0,,,,58.5,0,242,440.29,118459010,
2022-02-07 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,57.5,54.0,,,,55.75,0,57,440.29,118459008,
2022-02-07 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,59.5,56.0,,,,57.75,0,242,440.29,118459010,
2022-02-08 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,57.0,52.0,57.0,57.0,56.02,54.5,16,57,440.29,118459008,
2022-02-08 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,59.0,54.0,59.0,59.0,59.0,56.5,15,242,440.29,118459010,
2022-02-09 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,53.5,50.0,52.02,53.37,52.02,51.75,4,73,440.29,118459008,
2022-02-09 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,55.0,51.5,,,,53.25,0,257,440.29,118459010,
2022-02-10 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,58.0,53.0,,,,55.5,0,73,440.29,118459008,
2022-02-10 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,60.0,55.0,55.5,55.5,55.5,57.5,1,257,440.29,118459010,
2022-02-11 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,62.0,58.0,59.97,61.0,59.97,60.0,4,73,440.29,118459008,
2022-02-11 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,64.0,59.0,58.0,61.32,58.0,61.5,12,257,440.29,118459010,
2022-02-14 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,61.0,58.0,60.12,60.49,58.21,59.5,15,77,440.29,118459008,
2022-02-14 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,63.0,58.0,60.16,60.59,60.16,60.5,3,258,440.29,118459010,
2022-02-15 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,58.0,53.0,56.29,56.29,56.29,55.5,1,90,440.29,118459008,
2022-02-15 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,60.0,55.0,59.0,59.0,59.0,57.5,2,259,440.29,118459010,
2022-02-16 00:00:00.0,SPY   241220P00440000,2024-12-20 00:00:00.0,440.0,P,CBOE,A,57.5,52.5,,,,55.0,0,91,440.29,118459008,
2022-02-16 00:00:00.0,SPY   241220P00445000,2024-12-20 00:00:00.0,445.0,P,CBOE,A,59.5,54.5,,,,57.0,0,260,440.29,118459010,
