t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,volume,openinterest,start_date_forward_price,option_id,comment
2011-01-24 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.5,17.92,,,,18.21,0,1848,129.1,,
2011-01-24 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.91,15.56,15.68,15.74,15.4,15.735001,13,3477,129.1,,
2011-01-25 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.27,17.73,17.8,18.12,17.8,18.0,47,1848,129.1,,
2011-01-25 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.6,15.14,14.96,15.43,14.96,15.370001,65,3489,129.1,,
2011-01-26 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.6,18.07,,,,18.335,0,1888,129.1,,
2011-01-26 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.89,15.51,15.75,15.87,15.59,15.700001,31,3541,129.1,,
2011-01-27 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.32,17.87,,,,18.095001,0,1888,129.1,,
2011-01-27 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.55,15.38,15.61,15.61,15.61,15.465,14,3567,129.1,,
2011-01-28 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,17.33,16.51,17.2,17.2,17.2,16.92,5,1888,129.1,,
2011-01-28 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,14.71,14.07,15.0,15.0,14.3,14.389999,759,3581,129.1,,
2011-01-31 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,17.64,17.1,17.33,17.4,17.33,17.369999,7,1893,129.1,,
2011-01-31 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,14.97,14.44,14.87,14.87,14.87,14.705,6,4340,129.1,,
2011-02-01 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.71,18.2,18.29,18.29,18.2,18.455,80,1899,129.1,,
2011-02-01 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.93,15.47,15.64,15.65,15.64,15.700001,4,4346,129.1,,
2011-02-02 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.64,18.15,18.5,18.5,18.5,18.395,32,1951,129.1,,
2011-02-02 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.88,15.6,15.69,15.93,15.69,15.74,14,4349,129.1,,
2011-02-03 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.72,18.24,,,,18.48,0,1983,129.1,,
2011-02-03 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,15.95,15.64,15.49,15.99,15.49,15.795,22,4353,129.1,,
2011-02-04 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,18.86,18.46,,,,18.66,0,1983,129.1,,
2011-02-04 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.04,15.7,15.65,15.92,15.65,15.870001,19,4374,129.1,,
2011-02-07 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.18,18.82,,,,19.0,0,1983,129.1,,
2011-02-07 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.46,16.0,16.67,16.67,16.25,16.23,152,4393,129.1,,
2011-02-08 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.54,19.13,,,,19.335,0,1983,129.1,,
2011-02-08 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.76,16.3,16.5,16.66,16.3,16.529999,327,4529,129.1,,
2011-02-09 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.36,18.8,19.25,19.25,19.0,19.08,18,1983,129.1,,
2011-02-09 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.49,15.97,16.6,16.6,16.26,16.23,136,4853,129.1,,
2011-02-10 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.36,18.9,,,,19.130001,0,1989,129.1,,
2011-02-10 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.52,16.01,16.2,16.53,16.18,16.265,312,4989,129.1,,
2011-02-11 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.88,19.34,,,,19.61,0,1989,129.1,,
2011-02-11 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,17.01,16.6,16.35,16.66,16.35,16.805,67,5289,129.1,,
2011-02-14 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.85,19.41,19.83,19.83,19.83,19.630001,5,1989,129.1,,
2011-02-14 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.95,16.5,16.5,16.94,16.5,16.725,97,5356,129.1,,
2011-02-15 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.66,19.22,19.58,19.58,19.58,19.439999,1,1994,129.1,,
2011-02-15 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.77,16.35,16.94,16.94,16.41,16.560001,209,5441,129.1,,
2011-02-16 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,20.17,19.67,19.77,20.0,19.64,19.92,44,1995,129.1,,
2011-02-16 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,17.25,16.77,17.0,17.24,17.0,17.01,50,5632,129.1,,
2011-02-17 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,20.6,20.1,19.95,20.45,19.95,20.35,63,2031,129.1,,
2011-02-17 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,17.71,17.18,17.5,17.5,17.49,17.445,3,5682,129.1,,
2011-02-18 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,21.16,20.56,20.5,20.64,20.5,20.86,11,2087,129.1,,
2011-02-18 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,18.21,17.64,17.9,17.95,17.53,17.925,36,5685,129.1,,
2011-02-22 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.74,19.3,19.95,19.95,19.55,19.52,128,2096,129.1,,
2011-02-22 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.93,16.5,17.32,17.32,16.41,16.715,28,5707,129.1,,
2011-02-23 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.42,18.95,,,,19.185001,0,2222,129.1,,
2011-02-23 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.59,16.18,16.55,16.6,15.98,16.385,57,5725,129.1,,
2011-02-24 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.45,18.78,19.25,19.25,18.75,19.115002,8,2221,129.1,,
2011-02-24 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.69,16.04,16.5,16.65,16.25,16.365002,40,5754,129.1,,
2011-02-25 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,19.94,19.17,,,,19.555,0,2225,129.1,,
2011-02-25 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,17.09,16.4,16.91,16.91,16.36,16.744999,20,5789,129.1,,
2011-02-28 00:00:00.0,SPY   131221C00125000,2013-12-21 00:00:00.0,125.0,C,CBOE,A,20.08,19.23,19.69,19.69,19.69,19.654999,1,2225,129.1,,
2011-02-28 00:00:00.0,SPY   131221C00130000,2013-12-21 00:00:00.0,130.0,C,CBOE,A,16.94,16.51,17.0,17.0,17.0,16.725,1,5805,129.1,,
