t_date,option_symbol,expiration_date,price_strike,call_put,exchange,style,Ask,Bid,price_open,price_high,price_low,price,iv,preiv,delta,gamma,theta,vega,rho,volume,openinterest,start_date_forward_price,option_id,comment
2010-01-22 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,17.7,17.05,18.3,18.3,18.3,17.375,0.231579,0.231579,0.609889,0.009662,-0.009532,0.669511,1.30337,1,167,109.21,,
2010-01-22 00:00:00.0,CYYLF,2012-12-22 00:00:00.0,110.0,C,CBOE,A,15.1,14.45,15.5,15.68,14.65,14.775,0.223817,0.223817,0.559332,0.010237,-0.009335,0.691195,1.257625,158,1488,109.21,,
2010-01-25 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,17.7,17.15,17.5,17.5,17.5,17.425,0.227415,0.227415,0.614621,0.009767,-0.009479,0.669718,1.323582,2,168,109.21,,
2010-01-25 00:00:00.0,CYYLF,2012-12-22 00:00:00.0,110.0,C,CBOE,A,15.05,14.55,15.13,15.22,14.9,14.8,0.219749,0.219749,0.563496,0.010364,-0.009287,0.691656,1.276495,40,1631,109.21,,
2010-01-26 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,17.2,16.7,,,,16.95,0.225029,0.225029,0.609226,0.009966,-0.009363,0.669283,1.308801,0,170,109.21,,
2010-01-26 00:00:00.0,CYYLF,2012-12-22 00:00:00.0,110.0,C,CBOE,A,14.85,14.15,,,,14.5,0.219683,0.219683,0.558095,0.010448,-0.009227,0.690961,1.258144,0,1624,109.21,,
2010-01-27 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,17.6,17.2,,,,17.400002,0.22752,0.22752,0.61424,0.009784,-0.009454,0.669429,1.312433,0,170,109.21,,
2010-01-27 00:00:00.0,CYYLF,2012-12-22 00:00:00.0,110.0,C,CBOE,A,15.05,14.65,14.6,14.6,14.6,14.85,0.220939,0.220939,0.563405,0.010323,-0.009294,0.691043,1.265779,10,1624,109.21,,
2010-01-28 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,16.95,16.3,17.05,17.05,17.05,16.625,0.227755,0.227755,0.601594,0.009987,-0.009366,0.667843,1.276691,2,170,109.21,,
2010-01-28 00:00:00.0,CYYLF,2012-12-22 00:00:00.0,110.0,C,CBOE,A,14.45,13.8,13.9,14.19,13.9,14.125,0.221037,0.221037,0.54997,0.010506,-0.009174,0.682601,1.225432,13,1634,109.21,,
2010-01-29 00:00:00.0,CYYLA,2012-12-22 00:00:00.0,105.0,C,CBOE,A,16.35,15.65,16.8,16.8,16.49,16.0,0.229532,0.229532,0.58962,0.010105,-0.009312,0.662906,1.239055,4,172,109.21,,
